Player,Nation,General Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels Won,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons
Marc Enoumba,bo BOL,Defender,bo The Strongest,30,1993,4,1,78,0.0,0.0,0.0,0.0,0.0,0.0,4.62,0.0,42.69,55.38,19.62,20.77,17.31,19.62,3.46,10.38,0.0,0.12,2.31,1.15,1.15,1.15,3.46,3.46,4.62,0.0,0.0,0.0,0.0,0.0,0.0,1.15,1.15,2.31,3.46,2.31,0.0,64.62,4.62,17.31,32.31,15.0,0.0,64.62,1.15,1.15,32.31,1.15,0.0,2.31,1.15,40.38,0.0,1.15,0.0,1.15,0.0,0.0,0.0,0.0,0.0,2.31,1.15,4.62,5.77,3.46,11.54,4.62,2.31,0.0,0.0,19.93,77.09,94.46,88.23,33.33,0.0,100.0
Marc Roberts,eng ENG,Defender,Birmingham City,33,1990,14,10,832,0.0,0.06,0.87,0.11,0.0,0.0,0.54,0.0,38.94,51.81,12.98,14.93,19.58,22.18,6.17,13.31,0.0,0.02,0.43,1.95,0.22,0.22,2.16,0.11,0.22,0.87,0.43,0.65,0.22,0.0,0.32,0.76,0.43,1.19,0.97,4.22,0.11,61.88,10.17,36.56,22.07,3.35,1.51,61.88,0.32,0.22,29.64,0.11,0.11,0.11,0.22,36.35,0.0,0.0,0.0,0.87,0.11,0.0,0.0,0.0,0.0,4.11,4.11,1.95,6.06,0.32,2.49,0.54,2.06,0.76,-1.0,67.82,75.16,86.94,88.28,46.36,46.01,68.75
Marcel Büchel,li LIE,Midfielder,Ascoli,32,1991,1,1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,29.25,13.5,18.0,4.5,4.5,0.0,4.5,0.0,0.0,0.0,2.25,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,0.0,38.25,4.5,15.75,22.5,0.0,0.0,38.25,0.0,0.0,22.5,0.0,0.0,2.25,0.0,20.25,0.0,2.25,0.0,4.5,0.0,0.0,0.0,0.0,0.0,6.75,2.25,0.0,2.25,2.25,2.25,0.0,0.0,0.0,0.0,100.0,61.54,75.0,100.0,0.0,0.0,0.0
Marcel Hartel,de GER,Forward,St. Louis,28,1996,9,9,810,0.33,0.21,1.56,0.44,0.11,0.11,4.22,1.22,37.11,45.89,18.89,20.78,13.0,15.78,4.22,6.22,0.56,0.21,2.0,3.11,1.22,0.33,5.0,1.67,7.0,1.22,0.78,0.56,0.56,0.11,0.56,1.33,0.78,0.56,0.67,1.22,0.0,55.11,1.78,10.33,24.89,20.56,2.89,55.0,1.89,0.89,31.78,1.22,0.56,1.67,0.33,39.0,0.33,0.0,0.0,0.33,1.0,0.44,0.11,0.0,0.0,5.11,0.11,0.33,0.44,2.0,13.67,5.44,5.0,1.33,0.57,25.0,80.87,90.9,82.38,67.85,52.55,47.09
Marcel Oakley,eng ENG,Defender,Birmingham City,20,2002,2,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.83,40.34,12.41,18.62,12.41,18.62,0.0,3.1,0.0,0.0,0.0,3.1,0.0,0.0,6.21,0.0,6.21,0.0,0.0,0.0,0.0,0.0,0.0,3.1,3.1,0.0,0.0,0.0,0.0,43.45,0.0,18.62,21.72,3.1,0.0,43.45,0.0,0.0,21.72,0.0,3.1,3.1,3.1,21.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.21,12.41,0.0,3.1,0.0,0.0,0.0,61.55,66.65,66.65,0.0,0.0,0.0
Marcel Ruiz,mx MEX,Forward,Toluca,22,2000,31,31,2506,0.07,0.15,1.8,0.47,0.0,0.0,2.26,0.32,45.86,52.76,19.32,21.66,20.94,22.81,4.49,5.67,0.14,0.09,0.86,5.67,0.93,0.07,6.07,1.33,3.45,2.87,1.65,0.86,1.72,0.29,1.11,2.05,0.93,0.72,0.75,1.15,0.0,62.85,1.58,10.85,40.15,12.32,1.76,62.85,1.01,0.32,36.31,1.29,0.14,1.08,0.75,48.3,0.29,0.0,0.0,0.9,1.54,0.07,0.0,0.0,0.0,4.81,1.29,1.04,2.33,1.83,10.85,2.59,2.91,2.77,-0.53,55.36,86.92,89.2,91.8,79.19,56.1,31.68
Marcelencio Esajas,nl NED,Forward,Almere City,21,2002,1,0,34,0.0,0.0,0.0,0.0,0.0,0.0,2.65,2.65,21.18,31.76,15.88,23.82,5.29,7.94,0.0,0.0,2.65,0.0,2.65,2.65,0.0,0.0,0.0,2.65,2.65,2.65,2.65,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.06,2.65,10.59,18.53,7.94,0.0,37.06,0.0,0.0,23.82,0.0,0.0,2.65,0.0,23.82,2.65,0.0,0.0,2.65,0.0,0.0,0.0,0.0,0.0,2.65,0.0,0.0,0.0,2.65,5.29,5.29,0.0,2.65,0.0,0.0,66.69,66.67,66.62,0.0,100.0,0.0
Marcelinho,br BRA,Forward,Juventude,21,2002,25,9,1002,0.18,0.21,2.87,1.08,0.0,0.0,3.77,0.72,16.89,25.06,7.81,9.88,5.84,8.26,2.69,4.76,0.27,0.05,1.35,1.53,0.63,0.36,2.6,1.71,5.93,1.08,0.63,0.54,0.45,0.09,0.36,1.71,1.35,0.36,0.9,0.63,0.0,37.28,0.63,6.65,15.72,15.63,2.51,37.28,2.87,1.08,21.47,1.62,0.36,1.8,1.53,24.61,0.18,0.09,0.0,0.81,2.96,0.45,0.0,0.0,0.0,4.4,0.9,1.26,2.16,3.32,10.24,4.49,3.86,0.99,-0.14,41.67,67.4,79.05,70.7,56.51,35.48,37.63
Marcelino Moreno,ar ARG,Forward,Lanús,29,1994,25,22,2012,0.22,0.22,2.24,0.81,0.0,0.0,5.5,0.76,29.66,41.6,14.05,16.37,11.09,14.45,3.35,7.78,0.45,0.28,2.82,3.98,2.01,0.4,5.55,3.22,8.1,1.16,0.54,0.27,0.58,0.31,0.49,1.16,0.67,0.58,0.31,0.36,0.04,52.16,0.13,3.09,23.35,26.75,2.77,52.16,4.07,2.06,30.55,2.55,1.12,2.73,2.15,36.86,0.18,0.0,0.0,0.85,2.19,0.31,0.0,0.0,0.0,4.56,0.27,0.54,0.81,4.88,16.86,6.26,6.31,1.03,0.0,33.33,71.3,85.83,76.75,43.06,44.4,50.61
Marcelino Núñez,cl CHI,Midfielder,Norwich City,23,2000,36,25,2262,0.08,0.09,2.39,0.48,0.0,0.0,3.42,0.28,54.75,65.73,20.85,22.68,26.18,28.89,7.12,12.02,0.12,0.12,1.39,4.54,0.88,0.28,5.21,0.95,1.55,2.67,1.31,0.95,1.51,0.2,1.23,2.75,1.51,1.15,0.4,1.23,0.0,76.75,2.79,20.85,40.7,15.48,0.64,76.75,1.27,0.88,46.11,1.03,0.16,1.51,0.84,55.07,0.24,0.0,0.0,1.63,0.6,0.04,0.0,0.0,0.0,4.5,0.64,1.19,1.83,2.35,7.72,3.7,1.95,2.55,-0.11,34.97,83.3,91.93,90.62,59.23,46.86,69.29
Marcello Falzerano,it ITA,Midfielder,Ascoli,32,1991,33,27,2369,0.04,0.05,0.84,0.15,0.0,0.0,3.27,0.27,29.06,43.08,14.02,16.98,11.25,15.77,3.12,7.33,0.08,0.11,1.25,2.39,1.1,0.61,3.88,3.15,6.04,2.24,1.6,1.48,0.61,0.15,0.95,1.75,0.8,1.14,1.06,1.52,0.0,53.26,1.86,11.36,20.63,22.49,1.9,53.26,2.28,1.22,26.78,1.44,0.65,1.6,0.95,28.68,0.27,0.0,0.0,1.56,1.33,0.19,0.0,0.0,0.0,6.19,0.57,0.34,0.91,2.55,13.07,3.53,4.25,2.55,-0.2,62.64,67.46,82.57,71.34,42.56,63.91,53.51
Marcelo,br BRA,Defender,Fluminense,35,1988,25,19,1608,0.17,0.1,1.74,0.28,0.06,0.06,2.01,0.22,50.43,65.49,24.63,26.59,18.97,22.61,5.32,12.43,0.11,0.1,1.01,5.93,1.06,0.34,7.0,1.12,2.52,2.01,1.57,0.84,0.84,0.34,1.12,2.52,1.4,1.01,0.67,1.51,0.06,75.45,4.48,21.66,37.67,16.68,1.18,75.39,1.79,1.06,41.47,1.01,0.34,0.9,0.95,49.7,0.28,0.0,0.0,1.01,1.18,0.0,0.0,0.0,0.0,5.15,0.17,0.73,0.9,1.85,10.63,2.24,2.91,2.69,0.7,18.89,77.0,92.63,83.9,42.8,59.38,59.22
Marcelo Barovero,ar ARG,Goalkeeper,Banfield,39,1984,2,2,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.46,36.61,7.63,7.63,13.73,14.49,6.1,14.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,36.61,32.8,35.85,0.76,0.0,0.0,36.61,0.0,0.0,24.41,0.0,0.0,0.0,0.0,19.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.01,100.0,94.76,42.1,0.0,0.0
Marcelo Carné,br BRA,Goalkeeper,Estoril,33,1990,22,22,1979,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,23.15,32.56,4.73,4.82,11.19,11.41,7.14,15.96,0.0,0.0,0.14,0.45,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.05,0.09,0.05,0.0,0.0,0.36,0.18,34.93,32.52,34.84,0.05,0.05,0.0,34.93,0.0,0.0,16.19,0.0,0.0,0.0,0.0,11.37,0.14,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.05,1.14,0.32,0.05,0.36,0.0,0.0,0.23,0.0,0.09,0.0,88.89,71.1,98.13,98.07,44.74,71.43,0.0
Marcelo Estigarribia,ar ARG,Forward,Atlé Tucumán,28,1995,25,15,1515,0.36,0.34,2.44,1.01,0.0,0.06,2.79,0.48,14.67,27.56,8.73,14.5,4.1,6.77,0.77,2.2,0.18,0.07,1.19,2.2,0.71,0.06,2.55,1.01,5.29,0.95,0.48,0.18,0.48,0.3,0.24,0.71,0.48,1.6,0.48,1.96,0.0,41.47,2.38,4.51,16.57,20.55,5.41,41.41,0.71,0.18,18.18,0.71,0.24,3.33,1.6,29.7,0.12,0.06,0.0,2.32,1.07,0.42,0.0,0.0,0.0,2.44,7.07,5.47,12.53,4.93,8.85,3.27,6.42,0.71,0.06,56.42,53.23,60.21,60.56,35.0,43.37,25.35
Marcelo Fernández,py PAR,Forward,py Libertad,22,2001,2,1,82,0.0,0.55,1.1,0.0,0.0,0.0,2.2,0.0,17.56,25.24,12.07,15.37,3.29,4.39,1.1,2.2,0.0,0.0,0.0,2.2,0.0,0.0,3.29,1.1,3.29,1.1,1.1,1.1,0.0,0.0,1.1,1.1,0.0,4.39,2.2,1.1,0.0,45.0,4.39,9.88,25.24,9.88,2.2,45.0,4.39,1.1,32.93,0.0,0.0,4.39,1.1,31.83,0.0,0.0,0.0,2.2,2.2,0.0,0.0,0.0,0.0,4.39,0.0,2.2,2.2,5.49,7.68,2.2,2.2,2.2,-1.0,0.0,69.57,78.53,74.94,50.0,100.0,25.06
Marcelo Filla,cl CHI,Midfielder,cl Cobresal,25,1998,2,1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,30.6,12.6,17.1,7.2,8.1,1.8,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.9,1.8,0.9,0.9,0.9,0.0,0.9,2.7,1.8,0.0,3.6,1.8,0.0,44.1,2.7,18.0,17.1,9.0,0.0,44.1,0.0,0.0,9.9,0.9,0.0,2.7,0.9,17.1,0.9,0.0,0.0,0.9,1.8,0.0,0.0,0.0,0.0,4.5,0.9,0.9,1.8,3.6,2.7,0.0,0.0,1.8,0.0,50.0,70.59,73.68,88.89,40.0,40.0,0.0
Marcelo Flores,mx MEX,Forward,UANL,19,2003,21,7,772,0.7,0.38,3.38,1.28,0.0,0.0,4.78,0.58,30.19,37.77,17.14,19.59,10.14,12.01,1.98,3.73,0.12,0.16,2.1,2.45,1.4,0.47,3.85,3.85,9.91,1.63,1.28,0.7,0.7,0.23,1.28,1.75,0.47,0.82,0.7,0.7,0.0,51.99,0.93,6.88,21.1,24.95,4.43,51.99,4.43,2.22,32.64,3.26,1.17,3.03,1.63,34.62,0.12,0.0,0.0,0.35,0.7,0.12,0.0,0.0,0.0,6.53,0.35,1.05,1.4,4.66,17.6,5.36,7.46,2.56,0.84,25.0,79.93,87.49,84.43,53.08,75.74,50.11
Marcelo Hermes,br BRA,Midfielder,Criciúma,28,1995,36,36,3205,0.06,0.04,0.87,0.22,0.0,0.0,3.12,0.28,29.74,43.95,12.78,15.14,12.75,16.51,3.59,9.35,0.14,0.12,1.66,2.67,0.95,0.42,3.71,1.43,3.76,1.63,0.93,0.93,0.42,0.28,1.1,2.05,0.95,1.15,1.15,3.15,0.0,53.66,4.02,17.19,18.79,18.03,1.26,53.66,1.01,0.45,22.72,1.18,0.25,0.76,0.39,27.18,0.11,0.0,0.0,0.9,0.53,0.06,0.0,0.0,0.0,3.34,1.07,1.32,2.39,1.15,8.9,3.4,2.89,2.02,0.5,44.77,67.67,84.41,77.23,38.4,55.16,44.55
Marcelo Herrera,ar ARG,Defender,Columbus Crew,25,1998,13,8,725,0.12,0.27,1.74,0.5,0.0,0.0,1.37,0.0,31.41,41.21,14.4,17.13,14.28,17.13,1.99,4.34,0.0,0.07,0.87,2.36,0.5,0.25,2.86,1.37,7.45,1.61,1.37,0.99,0.5,0.12,0.62,0.99,0.37,0.62,0.62,2.36,0.0,51.02,2.11,12.41,23.21,15.64,2.61,51.02,0.87,0.25,23.09,0.74,0.62,1.37,0.25,31.53,0.25,0.0,0.0,1.12,0.62,0.37,0.0,0.0,0.0,3.23,0.5,0.99,1.49,1.61,11.67,1.37,3.97,1.99,-0.56,33.56,76.22,84.06,83.36,45.85,76.54,28.74
Marcelo Jorquera,cl CHI,Defender,cl Cobresal,31,1992,3,1,161,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,32.42,40.25,15.65,16.77,15.65,17.89,1.12,4.47,0.0,0.06,0.56,3.91,0.56,0.56,2.8,0.56,3.35,3.91,3.35,1.12,2.8,0.0,3.35,3.91,0.56,0.56,0.56,2.8,0.0,49.19,2.24,12.86,27.39,9.5,0.56,49.19,0.0,0.0,24.04,0.0,0.56,1.68,1.12,29.63,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,6.71,0.0,0.0,0.0,2.8,6.71,1.12,2.24,6.71,0.0,0.0,80.55,93.32,87.48,25.06,85.68,0.0
Marcelo Lomba,br BRA,Goalkeeper,Palmeiras,37,1986,2,2,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,25.0,7.0,7.0,11.5,12.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,27.5,24.0,27.5,0.0,0.0,0.0,27.5,0.0,0.0,13.5,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,86.0,100.0,95.83,50.0,0.0,0.0
Marcelo Miño,ar ARG,Goalkeeper,Barracas Central,26,1997,10,10,900,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,18.6,31.3,2.1,2.4,7.2,7.7,9.3,20.9,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.5,0.0,34.1,29.0,34.0,0.1,0.0,0.0,34.1,0.0,0.0,15.3,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.1,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,59.42,87.5,93.51,44.5,0.0,0.0
Marcelo Pérez,py PAR,Forward,Huracán,22,2001,2,0,33,0.0,0.82,10.91,2.73,0.0,0.0,0.0,0.0,8.18,13.64,5.45,5.45,0.0,0.0,0.0,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,5.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,0.0,40.91,2.73,5.45,5.45,30.0,13.64,40.91,0.0,0.0,13.64,2.73,0.0,10.91,0.0,21.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.45,5.45,10.91,10.91,8.18,0.0,13.64,0.0,-1.0,49.95,59.97,100.0,0.0,0.0,0.0,0.0
Marcelo Saracchi,uy URU,Midfielder,Boca Juniors,25,1998,13,9,801,0.11,0.11,0.9,0.11,0.0,0.0,3.03,0.45,41.01,53.71,18.43,21.46,17.08,22.25,4.27,7.42,0.11,0.17,1.35,3.15,1.01,0.45,3.82,1.57,7.19,1.91,1.57,1.12,0.56,0.22,0.56,1.46,0.9,1.35,2.02,2.36,0.0,65.28,3.15,22.13,29.55,14.49,1.69,65.28,1.8,1.12,30.79,1.12,0.56,1.01,0.45,38.99,0.34,0.11,0.11,1.69,1.01,0.0,0.0,0.11,0.0,5.28,0.22,0.22,0.45,1.46,12.58,3.48,3.71,2.13,0.0,48.89,76.35,85.88,76.76,57.55,63.2,62.22
Marcelo Silva,uy URU,Defender,Real Salt Lake,34,1989,3,2,181,0.0,0.05,0.99,0.0,0.0,0.0,0.0,0.0,41.77,51.71,16.41,18.4,21.88,24.36,2.49,7.46,0.0,0.0,0.0,2.49,0.0,0.0,3.98,0.5,0.0,0.99,0.99,0.99,0.0,0.0,0.5,1.49,0.99,0.99,0.99,7.96,0.0,64.14,8.45,30.33,30.83,2.98,1.99,64.14,0.5,0.5,29.83,0.0,0.0,0.0,0.0,37.79,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,4.48,2.98,2.49,5.47,0.0,4.48,0.0,1.99,1.49,-1.0,54.48,80.78,89.18,89.82,33.38,60.08,100.0
Marcelo Weigandt,ar ARG,Midfielder,Inter Miami,24,2000,23,22,1998,0.0,0.09,0.77,0.18,0.0,0.0,1.67,0.32,42.3,49.95,24.1,25.95,15.23,17.34,1.85,3.83,0.09,0.07,0.86,1.35,1.17,0.41,2.52,1.85,4.5,2.52,1.67,1.71,0.68,0.14,1.67,3.06,1.4,1.49,0.72,2.61,0.0,60.54,4.14,19.77,26.44,14.64,1.67,60.54,1.08,0.5,30.5,1.17,0.32,0.95,0.45,37.3,0.36,0.0,0.0,1.26,1.13,0.18,0.0,0.05,0.0,4.73,1.13,0.99,2.12,1.4,8.87,1.98,3.56,3.33,-1.0,53.3,84.68,92.87,87.83,48.3,59.86,46.3
Marcelo dos Santos Ferreira,br BRA,Defender,Moreirense,34,1989,26,26,2340,0.08,0.03,0.54,0.12,0.0,0.0,0.58,0.15,40.42,48.42,9.38,10.54,25.19,27.62,5.62,9.5,0.04,0.02,0.08,1.73,0.04,0.0,2.12,0.08,0.0,1.38,0.77,1.08,0.31,0.0,0.69,1.19,0.5,1.5,1.08,5.46,0.0,59.54,7.69,35.42,23.42,0.88,0.77,59.54,0.12,0.04,31.0,0.0,0.0,0.35,0.04,36.58,0.15,0.0,0.0,1.04,0.77,0.04,0.0,0.0,0.04,3.88,2.58,1.92,4.5,0.38,2.19,0.73,0.81,1.46,1.67,57.33,83.48,88.99,91.2,59.16,56.81,33.33
Marcin Listkowski,pl POL,Forward,Calcio Lecco 1912,25,1998,10,3,324,0.0,0.03,1.11,0.28,0.0,0.0,1.67,0.0,26.39,36.67,12.78,15.56,9.44,11.94,3.89,6.94,0.0,0.03,0.56,2.78,0.0,0.0,2.78,1.39,4.44,1.11,0.83,0.28,0.28,0.56,0.83,1.39,0.56,1.11,1.11,0.28,0.0,46.67,0.56,9.17,23.06,16.11,1.94,46.67,2.78,1.94,25.83,1.39,0.28,2.5,1.39,29.72,0.0,0.0,0.0,1.67,1.94,0.28,0.0,0.0,0.0,6.39,2.22,0.56,2.78,3.89,8.61,1.67,2.22,1.67,-1.0,79.86,71.97,82.13,79.06,56.05,66.4,69.78
Marco Angulo,ec ECU,Midfielder,ec LDU de Quito,21,2002,5,4,259,0.0,0.03,1.74,0.0,0.0,0.0,5.91,0.0,44.83,51.08,19.11,22.59,18.42,20.5,5.91,6.25,0.0,0.03,0.69,7.3,0.35,0.0,6.6,2.43,1.39,0.35,0.35,0.0,0.35,0.0,0.35,1.74,1.39,1.04,1.04,0.0,0.0,59.42,1.04,6.25,44.83,9.73,0.0,59.42,1.74,0.69,34.05,0.69,0.0,1.39,0.69,43.09,0.35,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,6.95,0.35,1.74,2.08,2.08,10.42,5.91,0.35,0.69,-1.0,16.83,87.76,84.59,89.85,94.56,33.49,39.66
Marco Capuano,it ITA,Defender,Ternana,31,1991,26,26,2261,0.0,0.01,0.08,0.0,0.0,0.0,0.48,0.0,37.14,45.1,12.18,14.37,20.98,23.56,3.58,5.97,0.0,0.01,0.08,1.39,0.04,0.0,1.83,0.08,0.08,2.19,1.47,1.59,0.6,0.0,1.15,1.59,0.44,2.03,1.03,5.33,0.08,56.68,8.72,32.68,23.56,0.76,0.2,56.68,0.08,0.08,27.86,0.0,0.0,0.48,0.08,28.62,0.08,0.04,0.0,0.6,0.56,0.0,0.0,0.0,0.04,5.06,3.03,2.55,5.57,0.56,1.99,0.48,0.24,2.63,-1.0,54.4,82.35,84.76,89.05,59.97,69.31,100.0
Marco Curto,it ITA,Defender,Como,24,1999,25,23,1990,0.0,0.01,0.18,0.0,0.0,0.0,1.63,0.27,42.33,52.87,17.05,19.49,21.26,24.65,3.44,6.78,0.14,0.08,0.63,3.66,0.68,0.32,3.98,1.09,0.77,1.09,0.68,0.81,0.23,0.05,0.59,1.27,0.68,1.54,0.9,2.04,0.14,61.15,4.03,26.01,28.76,6.96,0.86,61.15,1.49,0.86,32.43,0.81,0.18,1.04,0.45,35.46,0.32,0.0,0.0,2.08,0.72,0.0,0.05,0.0,0.0,4.79,1.45,1.13,2.58,1.49,5.83,1.9,2.04,1.27,-1.0,56.2,80.06,87.48,86.25,50.74,53.81,57.72
Marco D'Alessandro,it ITA,Forward,Pisa,32,1991,23,18,1516,0.18,0.1,1.66,0.59,0.0,0.0,3.09,0.36,20.36,27.25,13.24,14.66,5.58,8.13,1.01,1.78,0.18,0.13,1.01,1.01,1.31,0.47,2.49,3.8,9.8,0.77,0.47,0.3,0.42,0.06,0.24,0.77,0.53,0.47,0.53,1.31,0.0,39.48,1.07,5.94,13.24,20.9,3.21,39.48,3.38,1.48,26.66,1.48,1.48,2.55,1.13,29.56,0.18,0.0,0.0,1.19,2.55,0.42,0.0,0.06,0.0,3.15,0.18,0.53,0.71,3.68,16.09,3.44,6.47,0.71,0.8,25.35,74.72,90.31,68.63,56.74,46.1,43.79
Marco Delle Monache,it ITA,Forward,Sampdoria,18,2005,6,0,141,0.0,0.19,1.28,0.0,0.0,0.0,5.11,0.64,24.26,32.55,14.04,15.96,7.02,10.85,1.28,3.83,0.0,0.0,0.64,1.91,0.64,0.0,2.55,2.55,8.3,0.64,0.64,0.0,0.64,0.0,0.0,1.28,1.28,1.28,0.64,0.0,0.0,40.85,0.0,5.11,22.98,14.68,2.55,40.85,5.11,3.19,24.89,1.91,1.28,0.64,1.28,31.28,0.0,0.0,0.0,5.74,2.55,0.0,0.0,0.0,0.0,4.47,0.64,1.91,2.55,1.91,13.4,5.74,4.47,0.64,-1.0,25.1,74.53,87.97,64.7,33.42,33.33,62.43
Marco Di Cesare,ar ARG,Defender,Racing Club,22,2002,14,13,1026,0.0,0.01,0.53,0.09,0.0,0.0,1.23,0.0,39.74,49.39,11.84,13.16,22.02,23.95,5.44,10.88,0.0,0.04,0.09,2.89,0.26,0.18,3.33,0.7,0.26,1.67,1.23,1.14,0.53,0.0,0.61,1.23,0.61,2.54,0.88,3.95,0.0,60.96,5.96,27.89,30.88,2.81,0.88,60.96,1.23,0.79,32.19,0.44,0.0,0.44,0.35,34.56,0.26,0.0,0.0,0.61,0.79,0.0,0.0,0.0,0.0,5.44,1.93,1.67,3.6,0.79,4.3,1.23,1.32,1.84,-1.0,53.61,80.46,89.97,91.94,50.0,63.45,64.23
Marco Farfan,us USA,Defender,FC Dallas,25,1998,26,23,2024,0.04,0.03,0.27,0.04,0.0,0.0,0.84,0.22,40.73,46.78,21.39,22.59,16.27,18.28,2.18,3.47,0.04,0.04,0.22,1.56,0.53,0.22,2.31,0.84,2.31,2.18,1.38,1.25,0.71,0.22,1.11,1.6,0.49,0.8,0.98,1.82,0.0,55.23,4.31,24.5,21.39,9.83,0.76,55.23,0.58,0.13,29.08,1.07,0.04,0.49,0.49,34.86,0.18,0.0,0.0,1.25,1.07,0.0,0.0,0.0,0.0,3.29,0.98,1.51,2.49,0.98,5.47,1.07,1.56,2.49,0.33,39.36,87.07,94.69,89.0,62.82,65.87,22.41
Marco Frigerio,it ITA,Midfielder,Calcio Lecco 1912,22,2001,7,2,203,0.0,0.4,1.33,0.44,0.0,0.0,3.1,0.0,28.82,38.13,18.62,22.17,8.87,11.53,0.44,1.33,0.0,0.04,1.33,0.0,0.44,0.0,3.55,2.22,5.32,3.1,1.33,0.89,1.33,0.89,0.89,0.89,0.0,0.44,2.66,2.22,0.0,53.65,3.1,10.64,27.49,16.4,3.1,53.65,1.33,0.44,29.26,0.89,0.0,2.22,0.0,31.03,0.44,0.0,0.0,2.66,0.89,0.0,0.0,0.44,0.0,5.32,2.22,1.77,3.99,2.22,11.08,3.1,3.55,2.22,-1.0,55.64,75.58,83.99,76.93,33.08,55.64,33.08
